,Symbol,Open,High,Low,Close,PrevClose,DateTime,Date,Time
2485,AAPL,260.79,260.9702,260.79,260.91,260.79,2020-04-07 14:02:00,2020-04-07,14:02:00
2486,AAPL,260.91,260.99,260.8,260.8799,260.91,2020-04-07 14:02:00,2020-04-07,14:02:00
2487,AAPL,260.83,261.0699,260.7701,261.0,260.8799,2020-04-07 14:03:00,2020-04-07,14:03:00
2488,AAPL,260.98,261.2,260.9,261.02,261.0,2020-04-07 14:03:00,2020-04-07,14:03:00
2489,AAPL,261.01,261.0601,260.9,260.93,261.02,2020-04-07 14:03:00,2020-04-07,14:03:00
2490,AAPL,260.93,261.03,260.8568,260.88,260.93,2020-04-07 14:03:00,2020-04-07,14:03:00
2491,AAPL,260.85,261.05,260.85,260.98,260.88,2020-04-07 14:04:00,2020-04-07,14:04:00
2492,AAPL,260.99,261.17,260.99,261.1691,260.98,2020-04-07 14:04:00,2020-04-07,14:04:00
2493,AAPL,261.1691,261.37,261.1691,261.31,261.1691,2020-04-07 14:04:00,2020-04-07,14:04:00
2494,AAPL,261.31,261.5,261.28,261.45,261.31,2020-04-07 14:04:00,2020-04-07,14:04:00
2495,AAPL,261.44,261.45,261.08,261.225,261.45,2020-04-07 14:04:00,2020-04-07,14:04:00
2496,AAPL,261.2433,261.38,261.06,261.38,261.225,2020-04-07 14:05:00,2020-04-07,14:05:00
2497,AAPL,261.3799,261.6761,261.3307,261.57,261.38,2020-04-07 14:05:00,2020-04-07,14:05:00
2498,AAPL,261.55,261.5795,261.4,261.42,261.57,2020-04-07 14:05:00,2020-04-07,14:05:00
2499,AAPL,261.41,261.505,261.23,261.35,261.42,2020-04-07 14:05:00,2020-04-07,14:05:00
2500,AAPL,261.35,261.41,261.22,261.26,261.35,2020-04-07 14:06:00,2020-04-07,14:06:00
2501,AAPL,261.26,261.2926,261.0002,261.05,261.26,2020-04-07 14:06:00,2020-04-07,14:06:00
2502,AAPL,261.09,261.1942,260.8501,260.8757,261.05,2020-04-07 14:06:00,2020-04-07,14:06:00
2503,AAPL,260.92,261.05,260.7,260.78,260.8757,2020-04-07 14:07:00,2020-04-07,14:07:00
2504,AAPL,260.76,261.0,260.7351,261.0,260.78,2020-04-07 14:07:00,2020-04-07,14:07:00
2505,AAPL,260.985,261.2025,260.89,261.06,261.0,2020-04-07 14:08:00,2020-04-07,14:08:00
2506,AAPL,261.05,261.42,260.99,261.3999,261.06,2020-04-07 14:08:00,2020-04-07,14:08:00
2507,AAPL,261.36,261.78,261.34,261.7778,261.3999,2020-04-07 14:09:00,2020-04-07,14:09:00
2508,AAPL,261.7771,261.79,261.5301,261.67,261.7778,2020-04-07 14:09:00,2020-04-07,14:09:00
2509,AAPL,261.67,261.95,261.55,261.95,261.67,2020-04-07 14:09:00,2020-04-07,14:09:00
2510,AAPL,261.95,262.25,261.92,262.23,261.95,2020-04-07 14:09:00,2020-04-07,14:09:00
2511,AAPL,262.26,262.26,261.83,261.83,262.23,2020-04-07 14:09:00,2020-04-07,14:09:00
2512,AAPL,261.83,262.4,261.79,262.3768,261.83,2020-04-07 14:10:00,2020-04-07,14:10:00
2513,AAPL,262.4,262.4899,262.31,262.47,262.3768,2020-04-07 14:10:00,2020-04-07,14:10:00
2514,AAPL,262.48,262.48900000000003,262.33,262.37,262.47,2020-04-07 14:10:00,2020-04-07,14:10:00
2515,AAPL,262.35400000000004,262.49,262.34,262.49,262.37,2020-04-07 14:10:00,2020-04-07,14:10:00
2516,AAPL,262.48,262.76,262.45,262.725,262.49,2020-04-07 14:11:00,2020-04-07,14:11:00
2517,AAPL,262.75,262.79,262.68,262.73,262.725,2020-04-07 14:11:00,2020-04-07,14:11:00
2518,AAPL,262.73,262.77,262.43,262.47,262.73,2020-04-07 14:11:00,2020-04-07,14:11:00
2519,AAPL,262.47,262.6,262.39,262.43,262.47,2020-04-07 14:11:00,2020-04-07,14:11:00
2520,AAPL,262.43,262.59,262.37,262.37,262.43,2020-04-07 14:11:00,2020-04-07,14:11:00
2521,AAPL,262.4,262.49,262.26,262.45,262.37,2020-04-07 14:12:00,2020-04-07,14:12:00
2522,AAPL,262.45,262.58,262.41,262.58,262.45,2020-04-07 14:12:00,2020-04-07,14:12:00
2523,AAPL,262.58,262.78,262.54,262.74,262.58,2020-04-07 14:12:00,2020-04-07,14:12:00
2524,AAPL,262.74,262.9199,262.74,262.91,262.74,2020-04-07 14:12:00,2020-04-07,14:12:00
2525,AAPL,262.91,263.1,262.91,263.0,262.91,2020-04-07 14:12:00,2020-04-07,14:12:00
2526,AAPL,262.94,262.9577,262.61,262.75,263.0,2020-04-07 14:13:00,2020-04-07,14:13:00
2527,AAPL,262.75,263.06,262.642,263.06,262.75,2020-04-07 14:13:00,2020-04-07,14:13:00
2528,AAPL,263.0542,263.11,262.9,263.0847,263.06,2020-04-07 14:13:00,2020-04-07,14:13:00
2529,AAPL,263.0897,263.11,262.92,262.92,263.0847,2020-04-07 14:13:00,2020-04-07,14:13:00
2530,AAPL,262.92,263.02,262.63,262.67,262.92,2020-04-07 14:14:00,2020-04-07,14:14:00
2531,AAPL,262.63,262.8,262.58,262.8,262.67,2020-04-07 14:14:00,2020-04-07,14:14:00
2532,AAPL,262.8,262.8178,262.58,262.79,262.8,2020-04-07 14:14:00,2020-04-07,14:14:00
2533,AAPL,262.81,262.91,262.74,262.83,262.79,2020-04-07 14:15:00,2020-04-07,14:15:00
2534,AAPL,262.84,262.89,262.55,262.77,262.83,2020-04-07 14:15:00,2020-04-07,14:15:00
2535,AAPL,262.77,262.77,262.54,262.68,262.77,2020-04-07 14:15:00,2020-04-07,14:15:00
2536,AAPL,262.68,262.71,262.4,262.44,262.68,2020-04-07 14:16:00,2020-04-07,14:16:00
2537,AAPL,262.455,262.5099,262.2801,262.35,262.44,2020-04-07 14:16:00,2020-04-07,14:16:00
2538,AAPL,262.35,262.36,262.03,262.03,262.35,2020-04-07 14:16:00,2020-04-07,14:16:00
2539,AAPL,262.02,262.21,261.95,262.21,262.03,2020-04-07 14:16:00,2020-04-07,14:16:00
2540,AAPL,262.21,262.32,262.14,262.14,262.21,2020-04-07 14:17:00,2020-04-07,14:17:00
2541,AAPL,262.14,262.14,261.75,261.8335,262.14,2020-04-07 14:17:00,2020-04-07,14:17:00
2542,AAPL,261.8,261.85900000000004,261.52,261.6099,261.8335,2020-04-07 14:17:00,2020-04-07,14:17:00
2543,AAPL,261.58,261.635,261.2634,261.36,261.6099,2020-04-07 14:18:00,2020-04-07,14:18:00
2544,AAPL,261.36,261.42,261.17,261.24,261.36,2020-04-07 14:18:00,2020-04-07,14:18:00
2545,AAPL,261.23,261.3,261.08,261.29,261.24,2020-04-07 14:18:00,2020-04-07,14:18:00
2546,AAPL,261.275,261.43,261.2201,261.4135,261.29,2020-04-07 14:19:00,2020-04-07,14:19:00
2547,AAPL,261.41,261.58,261.37,261.3979,261.4135,2020-04-07 14:19:00,2020-04-07,14:19:00
2548,AAPL,261.395,261.48,261.21,261.4,261.3979,2020-04-07 14:19:00,2020-04-07,14:19:00
2549,AAPL,261.41,261.5799,261.2622,261.5199,261.4,2020-04-07 14:20:00,2020-04-07,14:20:00
2550,AAPL,261.52,261.67,261.406,261.52,261.5199,2020-04-07 14:20:00,2020-04-07,14:20:00
2551,AAPL,261.5771,261.66,261.49,261.5,261.52,2020-04-07 14:20:00,2020-04-07,14:20:00
2552,AAPL,261.5,261.5,261.1,261.1,261.5,2020-04-07 14:21:00,2020-04-07,14:21:00
2553,AAPL,261.09,261.1,260.7,260.74,261.1,2020-04-07 14:21:00,2020-04-07,14:21:00
2554,AAPL,260.76,260.88,260.73,260.8043,260.74,2020-04-07 14:21:00,2020-04-07,14:21:00
2555,AAPL,260.7601,261.0,260.76,260.94,260.8043,2020-04-07 14:21:00,2020-04-07,14:21:00
2556,AAPL,260.9475,260.9475,260.7201,260.74,260.94,2020-04-07 14:22:00,2020-04-07,14:22:00
2557,AAPL,260.74,260.985,260.73,260.82,260.74,2020-04-07 14:22:00,2020-04-07,14:22:00
2558,AAPL,260.82,260.9,260.61,260.69,260.82,2020-04-07 14:22:00,2020-04-07,14:22:00
2559,AAPL,260.69,260.8,260.5,260.515,260.69,2020-04-07 14:23:00,2020-04-07,14:23:00
2560,AAPL,260.535,260.64,260.34,260.62,260.515,2020-04-07 14:23:00,2020-04-07,14:23:00
2561,AAPL,260.64,260.6945,260.25,260.39,260.62,2020-04-07 14:23:00,2020-04-07,14:23:00
2562,AAPL,260.39,260.425,260.12,260.1624,260.39,2020-04-07 14:24:00,2020-04-07,14:24:00
2563,AAPL,260.12,260.18,259.96,260.03,260.1624,2020-04-07 14:24:00,2020-04-07,14:24:00
2564,AAPL,260.03,260.08,259.78,259.8,260.03,2020-04-07 14:24:00,2020-04-07,14:24:00
2565,AAPL,259.8247,259.86,259.59,259.67,259.8,2020-04-07 14:24:00,2020-04-07,14:24:00
2566,AAPL,259.67,259.89,259.61,259.73,259.67,2020-04-07 14:24:00,2020-04-07,14:24:00
2567,AAPL,259.75,260.09,259.75,260.01,259.73,2020-04-07 14:25:00,2020-04-07,14:25:00
2568,AAPL,260.0439,260.16,259.77,259.78,260.01,2020-04-07 14:25:00,2020-04-07,14:25:00
2569,AAPL,259.77,259.95,259.6111,259.95,259.78,2020-04-07 14:25:00,2020-04-07,14:25:00
2570,AAPL,259.93,260.14,259.88,259.935,259.95,2020-04-07 14:25:00,2020-04-07,14:25:00
2571,AAPL,259.98,260.55,259.92,260.5283,259.935,2020-04-07 14:26:00,2020-04-07,14:26:00
2572,AAPL,260.55,260.63,260.31,260.63,260.5283,2020-04-07 14:26:00,2020-04-07,14:26:00
2573,AAPL,260.6167,260.7586,260.5,260.57,260.63,2020-04-07 14:26:00,2020-04-07,14:26:00
2574,AAPL,260.6699,260.79,260.49,260.77,260.57,2020-04-07 14:26:00,2020-04-07,14:26:00
2575,AAPL,260.76,261.04,260.6847,261.0399,260.77,2020-04-07 14:27:00,2020-04-07,14:27:00
2576,AAPL,261.015,261.23,261.0,261.19,261.0399,2020-04-07 14:27:00,2020-04-07,14:27:00
2577,AAPL,261.1308,261.21,260.92,261.06,261.19,2020-04-07 14:27:00,2020-04-07,14:27:00
2578,AAPL,261.03,261.16,260.81,260.81,261.06,2020-04-07 14:27:00,2020-04-07,14:27:00
2579,AAPL,260.8381,261.05,260.65,260.89,260.81,2020-04-07 14:28:00,2020-04-07,14:28:00
2580,AAPL,260.8961,261.08,260.68,260.68,260.89,2020-04-07 14:28:00,2020-04-07,14:28:00
2581,AAPL,260.68,260.87,260.6,260.7739,260.68,2020-04-07 14:28:00,2020-04-07,14:28:00
2582,AAPL,260.7695,260.8399,260.29,260.32,260.7739,2020-04-07 14:29:00,2020-04-07,14:29:00
2583,AAPL,260.33,260.38,260.05,260.05,260.32,2020-04-07 14:29:00,2020-04-07,14:29:00
2584,AAPL,260.05,260.3147,260.01,260.2,260.05,2020-04-07 14:29:00,2020-04-07,14:29:00
2585,AAPL,260.16,260.19,259.77,259.86,260.2,2020-04-07 14:30:00,2020-04-07,14:30:00
2586,AAPL,259.84,259.88,259.66,259.72,259.86,2020-04-07 14:30:00,2020-04-07,14:30:00
2587,AAPL,259.69,259.98,259.69,259.93,259.72,2020-04-07 14:30:00,2020-04-07,14:30:00
2588,AAPL,259.86,260.21,259.81,260.21,259.93,2020-04-07 14:30:00,2020-04-07,14:30:00
2589,AAPL,260.18,260.66,260.18,260.61,260.21,2020-04-07 14:31:00,2020-04-07,14:31:00
2590,AAPL,260.62,260.92,260.575,260.65,260.61,2020-04-07 14:31:00,2020-04-07,14:31:00
2591,AAPL,260.65,260.86,260.44,260.55,260.65,2020-04-07 14:31:00,2020-04-07,14:31:00
2592,AAPL,260.56,260.77,260.42,260.49,260.55,2020-04-07 14:31:00,2020-04-07,14:31:00
2593,AAPL,260.5,260.61,260.3301,260.43,260.49,2020-04-07 14:32:00,2020-04-07,14:32:00
2594,AAPL,260.43,260.485,260.17,260.26,260.43,2020-04-07 14:32:00,2020-04-07,14:32:00
2595,AAPL,260.26,260.29,259.82,259.82,260.26,2020-04-07 14:32:00,2020-04-07,14:32:00
2596,AAPL,259.86,259.961,259.7,259.93,259.82,2020-04-07 14:32:00,2020-04-07,14:32:00
2597,AAPL,259.92,260.2294,259.92,260.1246,259.93,2020-04-07 14:33:00,2020-04-07,14:33:00
2598,AAPL,260.14,260.45,260.14,260.3009,260.1246,2020-04-07 14:33:00,2020-04-07,14:33:00
2599,AAPL,260.25,260.6954,260.25,260.44,260.3009,2020-04-07 14:33:00,2020-04-07,14:33:00
2600,AAPL,260.33,260.74,260.3,260.68,260.44,2020-04-07 14:33:00,2020-04-07,14:33:00
2601,AAPL,260.77,261.21,260.66,261.14,260.68,2020-04-07 14:34:00,2020-04-07,14:34:00
2602,AAPL,261.14,261.2,260.8629,260.95,261.14,2020-04-07 14:34:00,2020-04-07,14:34:00
2603,AAPL,260.95,261.0033,260.695,260.974,260.95,2020-04-07 14:34:00,2020-04-07,14:34:00
2604,AAPL,261.0,261.03,260.765,260.89,260.974,2020-04-07 14:34:00,2020-04-07,14:34:00
2605,AAPL,260.89,261.18,260.76,261.101,260.89,2020-04-07 14:35:00,2020-04-07,14:35:00
2606,AAPL,261.1429,261.5,261.0901,261.37,261.101,2020-04-07 14:35:00,2020-04-07,14:35:00
2607,AAPL,261.37,261.44,261.11,261.3227,261.37,2020-04-07 14:35:00,2020-04-07,14:35:00
2608,AAPL,261.3227,261.4,260.79,260.79,261.3227,2020-04-07 14:35:00,2020-04-07,14:35:00
2609,AAPL,260.77,260.87,260.55,260.67,260.79,2020-04-07 14:36:00,2020-04-07,14:36:00
2610,AAPL,260.74,260.961,260.6542,260.77,260.67,2020-04-07 14:36:00,2020-04-07,14:36:00
2611,AAPL,260.7544,260.96,260.61,260.9099,260.77,2020-04-07 14:36:00,2020-04-07,14:36:00
2612,AAPL,260.9,261.0,260.7,260.7216,260.9099,2020-04-07 14:37:00,2020-04-07,14:37:00
2613,AAPL,260.76,260.94,260.57,260.81,260.7216,2020-04-07 14:37:00,2020-04-07,14:37:00
2614,AAPL,260.78,261.0,260.73,260.85,260.81,2020-04-07 14:37:00,2020-04-07,14:37:00
2615,AAPL,260.8201,261.19,260.75,261.19,260.85,2020-04-07 14:37:00,2020-04-07,14:37:00
2616,AAPL,261.0999,261.39,261.07,261.16,261.19,2020-04-07 14:38:00,2020-04-07,14:38:00
2617,AAPL,261.16,261.32,261.125,261.27,261.16,2020-04-07 14:38:00,2020-04-07,14:38:00
2618,AAPL,261.27,261.38,261.12,261.13,261.27,2020-04-07 14:38:00,2020-04-07,14:38:00
2619,AAPL,261.09,261.17,260.8901,260.9994,261.13,2020-04-07 14:38:00,2020-04-07,14:38:00
2620,AAPL,260.99,261.21,260.87,261.185,260.9994,2020-04-07 14:38:00,2020-04-07,14:38:00
2621,AAPL,261.14,261.54,261.07,261.36,261.185,2020-04-07 14:39:00,2020-04-07,14:39:00
2622,AAPL,261.35,261.6,261.2,261.2,261.36,2020-04-07 14:39:00,2020-04-07,14:39:00
2623,AAPL,261.18,261.71,261.18,261.7,261.2,2020-04-07 14:39:00,2020-04-07,14:39:00
2624,AAPL,261.71,261.9,261.59,261.8101,261.7,2020-04-07 14:39:00,2020-04-07,14:39:00
2625,AAPL,261.86,261.87,261.45,261.545,261.8101,2020-04-07 14:39:00,2020-04-07,14:39:00
2626,AAPL,261.56,261.58,261.33,261.33,261.545,2020-04-07 14:40:00,2020-04-07,14:40:00
2627,AAPL,261.31,261.85,261.26,261.71,261.33,2020-04-07 14:40:00,2020-04-07,14:40:00
2628,AAPL,261.72,261.84,261.6,261.84,261.71,2020-04-07 14:40:00,2020-04-07,14:40:00
2629,AAPL,261.85,261.98,261.69,261.86,261.84,2020-04-07 14:40:00,2020-04-07,14:40:00
2630,AAPL,261.855,262.07,261.8,262.07,261.86,2020-04-07 14:41:00,2020-04-07,14:41:00
2631,AAPL,262.04,262.1,261.88,262.0398,262.07,2020-04-07 14:41:00,2020-04-07,14:41:00
2632,AAPL,261.9701,262.13,261.87,262.02,262.0398,2020-04-07 14:41:00,2020-04-07,14:41:00
2633,AAPL,262.0303,262.31,261.9034,262.3,262.02,2020-04-07 14:41:00,2020-04-07,14:41:00
2634,AAPL,262.25,262.35,262.06,262.08,262.3,2020-04-07 14:41:00,2020-04-07,14:41:00
2635,AAPL,262.14,262.18,261.9,261.9948,262.08,2020-04-07 14:42:00,2020-04-07,14:42:00
2636,AAPL,261.97,262.3326,261.93,262.14,261.9948,2020-04-07 14:42:00,2020-04-07,14:42:00
2637,AAPL,262.15,262.35,262.13,262.21,262.14,2020-04-07 14:42:00,2020-04-07,14:42:00
2638,AAPL,262.16,262.37,262.14,262.2,262.21,2020-04-07 14:42:00,2020-04-07,14:42:00
2639,AAPL,262.24,262.27,262.0,262.0,262.2,2020-04-07 14:43:00,2020-04-07,14:43:00
2640,AAPL,262.0001,262.1127,261.9,261.93,262.0,2020-04-07 14:43:00,2020-04-07,14:43:00
2641,AAPL,261.92,261.9678,261.6991,261.8999,261.93,2020-04-07 14:43:00,2020-04-07,14:43:00
2642,AAPL,261.825,261.86,261.47,261.76,261.8999,2020-04-07 14:43:00,2020-04-07,14:43:00
2643,AAPL,261.795,261.8499,261.65,261.71,261.76,2020-04-07 14:43:00,2020-04-07,14:43:00
2644,AAPL,261.71,261.869,261.45,261.54,261.71,2020-04-07 14:44:00,2020-04-07,14:44:00
2645,AAPL,261.48,261.615,261.4,261.465,261.54,2020-04-07 14:44:00,2020-04-07,14:44:00
2646,AAPL,261.46,261.69,261.3501,261.69,261.465,2020-04-07 14:44:00,2020-04-07,14:44:00
2647,AAPL,261.68,261.82,261.48,261.5531,261.69,2020-04-07 14:44:00,2020-04-07,14:44:00
2648,AAPL,261.5531,262.05,261.5531,262.05,261.5531,2020-04-07 14:45:00,2020-04-07,14:45:00
2649,AAPL,262.05,262.2,261.99,262.01099999999997,262.05,2020-04-07 14:45:00,2020-04-07,14:45:00
2650,AAPL,262.035,262.46,262.035,262.2947,262.01099999999997,2020-04-07 14:45:00,2020-04-07,14:45:00
2651,AAPL,262.28,262.3194,262.16,262.26,262.2947,2020-04-07 14:45:00,2020-04-07,14:45:00
2652,AAPL,262.24,262.41,262.1,262.17,262.26,2020-04-07 14:45:00,2020-04-07,14:45:00
2653,AAPL,262.16,262.33,262.05,262.13,262.17,2020-04-07 14:45:00,2020-04-07,14:45:00
2654,AAPL,262.14,262.23,262.0002,262.05,262.13,2020-04-07 14:46:00,2020-04-07,14:46:00
2655,AAPL,262.0,262.2399,261.99,262.18,262.05,2020-04-07 14:46:00,2020-04-07,14:46:00
2656,AAPL,262.2,262.45,262.16,262.19,262.18,2020-04-07 14:46:00,2020-04-07,14:46:00
2657,AAPL,262.23,262.42,262.14,262.28,262.19,2020-04-07 14:46:00,2020-04-07,14:46:00
2658,AAPL,262.28,262.5,262.28,262.45,262.28,2020-04-07 14:47:00,2020-04-07,14:47:00
2659,AAPL,262.4203,262.4203,262.12,262.25,262.45,2020-04-07 14:47:00,2020-04-07,14:47:00
2660,AAPL,262.2334,262.39,262.09,262.39,262.25,2020-04-07 14:47:00,2020-04-07,14:47:00
2661,AAPL,262.39,262.46,262.222,262.33,262.39,2020-04-07 14:47:00,2020-04-07,14:47:00
2662,AAPL,262.33,262.365,261.93,261.93,262.33,2020-04-07 14:47:00,2020-04-07,14:47:00
2663,AAPL,261.93,262.38,261.92,262.16,261.93,2020-04-07 14:48:00,2020-04-07,14:48:00
2664,AAPL,262.12,262.32,262.04,262.255,262.16,2020-04-07 14:48:00,2020-04-07,14:48:00
2665,AAPL,262.255,262.45,262.17,262.43,262.255,2020-04-07 14:48:00,2020-04-07,14:48:00
2666,AAPL,262.42,262.57,262.33,262.38,262.43,2020-04-07 14:48:00,2020-04-07,14:48:00
2667,AAPL,262.42,262.6,262.26,262.32,262.38,2020-04-07 14:48:00,2020-04-07,14:48:00
2668,AAPL,262.34,262.3999,262.18,262.18,262.32,2020-04-07 14:48:00,2020-04-07,14:48:00
2669,AAPL,262.19,262.38,262.1,262.2,262.18,2020-04-07 14:49:00,2020-04-07,14:49:00
2670,AAPL,262.2,262.39,262.1134,262.39,262.2,2020-04-07 14:49:00,2020-04-07,14:49:00
2671,AAPL,262.4,262.48,262.09,262.2,262.39,2020-04-07 14:49:00,2020-04-07,14:49:00
2672,AAPL,262.225,262.56,262.13,262.56,262.2,2020-04-07 14:49:00,2020-04-07,14:49:00
2673,AAPL,262.56,262.95,262.51,262.95,262.56,2020-04-07 14:49:00,2020-04-07,14:49:00
2674,AAPL,262.97,263.03,262.14,262.36,262.95,2020-04-07 14:49:00,2020-04-07,14:49:00
2675,AAPL,262.34,262.98,260.67,261.48,262.36,2020-04-07 14:50:00,2020-04-07,14:50:00
2676,AAPL,261.36,262.25,260.63,260.78,261.48,2020-04-07 14:50:00,2020-04-07,14:50:00
2677,AAPL,260.6435,261.07,260.52,260.93,260.78,2020-04-07 14:50:00,2020-04-07,14:50:00
2678,AAPL,260.93,261.01,260.2,260.27,260.93,2020-04-07 14:50:00,2020-04-07,14:50:00
2679,AAPL,260.21,260.25,259.9001,260.25,260.27,2020-04-07 14:50:00,2020-04-07,14:50:00
2680,AAPL,260.25,260.71,260.2,260.25,260.25,2020-04-07 14:50:00,2020-04-07,14:50:00
2681,AAPL,260.24,260.8,260.11,260.8,260.25,2020-04-07 14:50:00,2020-04-07,14:50:00
2682,AAPL,260.8,260.8602,260.5,260.585,260.8,2020-04-07 14:50:00,2020-04-07,14:50:00
2683,AAPL,260.38,260.58,260.09,260.09,260.585,2020-04-07 14:50:00,2020-04-07,14:50:00
2684,AAPL,260.1,260.64,259.95,260.57,260.09,2020-04-07 14:50:00,2020-04-07,14:50:00
2685,AAPL,260.54,260.63,259.97,260.14,260.57,2020-04-07 14:50:00,2020-04-07,14:50:00
2686,AAPL,260.14,260.62,260.02,260.37,260.14,2020-04-07 14:50:00,2020-04-07,14:50:00
2687,AAPL,260.36,260.9,260.3599,260.89,260.37,2020-04-07 14:51:00,2020-04-07,14:51:00
2688,AAPL,260.87,261.26,260.81,261.0,260.89,2020-04-07 14:51:00,2020-04-07,14:51:00
2689,AAPL,261.04,261.62,261.01,261.1,261.0,2020-04-07 14:51:00,2020-04-07,14:51:00
2690,AAPL,261.09,261.16,260.77,260.9,261.1,2020-04-07 14:51:00,2020-04-07,14:51:00
2691,AAPL,260.9,260.9999,260.77,260.92,260.9,2020-04-07 14:51:00,2020-04-07,14:51:00
2692,AAPL,260.91,260.9585,260.55,260.83,260.92,2020-04-07 14:51:00,2020-04-07,14:51:00
2693,AAPL,260.81,261.035,260.785,260.93,260.83,2020-04-07 14:52:00,2020-04-07,14:52:00
2694,AAPL,260.93,261.04,260.72,260.72,260.93,2020-04-07 14:52:00,2020-04-07,14:52:00
2695,AAPL,260.72,260.76,260.55,260.69,260.72,2020-04-07 14:52:00,2020-04-07,14:52:00
2696,AAPL,260.69,260.89,260.61,260.8,260.69,2020-04-07 14:52:00,2020-04-07,14:52:00
2697,AAPL,260.8,260.87,260.47,260.48,260.8,2020-04-07 14:52:00,2020-04-07,14:52:00
2698,AAPL,260.5,260.61,260.43,260.54,260.48,2020-04-07 14:52:00,2020-04-07,14:52:00
2699,AAPL,260.58,260.59,260.28,260.28,260.54,2020-04-07 14:52:00,2020-04-07,14:52:00
2700,AAPL,260.325,260.37,260.03,260.07,260.28,2020-04-07 14:52:00,2020-04-07,14:52:00
2701,AAPL,260.04,260.32,260.03,260.24,260.07,2020-04-07 14:53:00,2020-04-07,14:53:00
2702,AAPL,260.24,260.32,260.14,260.24,260.24,2020-04-07 14:53:00,2020-04-07,14:53:00
2703,AAPL,260.2,260.27,260.05,260.08,260.24,2020-04-07 14:53:00,2020-04-07,14:53:00
2704,AAPL,260.06,260.09,259.9,260.02,260.08,2020-04-07 14:53:00,2020-04-07,14:53:00
2705,AAPL,260.02,260.05,259.73,259.82,260.02,2020-04-07 14:53:00,2020-04-07,14:53:00
2706,AAPL,259.82,259.89,259.66,259.72,259.82,2020-04-07 14:53:00,2020-04-07,14:53:00
2707,AAPL,259.72,259.73,259.51,259.51,259.72,2020-04-07 14:53:00,2020-04-07,14:53:00
2708,AAPL,259.5532,259.5532,259.37,259.47,259.51,2020-04-07 14:53:00,2020-04-07,14:53:00
2709,AAPL,259.4354,259.59,259.38,259.55,259.47,2020-04-07 14:53:00,2020-04-07,14:53:00
2710,AAPL,259.55,259.58,259.18,259.35,259.55,2020-04-07 14:53:00,2020-04-07,14:53:00
2711,AAPL,259.2,259.35,259.1835,259.3,259.35,2020-04-07 14:53:00,2020-04-07,14:53:00
2712,AAPL,259.34,259.49,259.1,259.4101,259.3,2020-04-07 14:53:00,2020-04-07,14:53:00
2713,AAPL,259.4101,259.48,259.09,259.17,259.4101,2020-04-07 14:53:00,2020-04-07,14:53:00
2714,AAPL,259.18,259.27,259.03,259.03,259.17,2020-04-07 14:54:00,2020-04-07,14:54:00
2715,AAPL,259.06,259.2,259.04,259.18,259.03,2020-04-07 14:54:00,2020-04-07,14:54:00
2716,AAPL,259.16,259.34,259.0,259.0211,259.18,2020-04-07 14:54:00,2020-04-07,14:54:00
2717,AAPL,259.0427,259.23,259.01,259.2,259.0211,2020-04-07 14:54:00,2020-04-07,14:54:00
2718,AAPL,259.21,259.87,259.15,259.67,259.2,2020-04-07 14:54:00,2020-04-07,14:54:00
2719,AAPL,259.68,260.13,259.62,259.88,259.67,2020-04-07 14:54:00,2020-04-07,14:54:00
2720,AAPL,259.87,260.14,259.68,259.99,259.88,2020-04-07 14:54:00,2020-04-07,14:54:00
2721,AAPL,260.1,260.47,259.99,260.46,259.99,2020-04-07 14:54:00,2020-04-07,14:54:00
2722,AAPL,260.4,260.56,260.18,260.25,260.46,2020-04-07 14:54:00,2020-04-07,14:54:00
2723,AAPL,260.25,260.42,260.14,260.2841,260.25,2020-04-07 14:54:00,2020-04-07,14:54:00
2724,AAPL,260.26,260.56,260.25,260.4,260.2841,2020-04-07 14:54:00,2020-04-07,14:54:00
2725,AAPL,260.39,260.88,260.3545,260.71,260.4,2020-04-07 14:54:00,2020-04-07,14:54:00
2726,AAPL,260.77,260.85,260.38,260.51,260.71,2020-04-07 14:55:00,2020-04-07,14:55:00
2727,AAPL,260.48,260.78,260.465,260.69,260.51,2020-04-07 14:55:00,2020-04-07,14:55:00
2728,AAPL,260.69,260.77,260.25,260.39,260.69,2020-04-07 14:55:00,2020-04-07,14:55:00
2729,AAPL,260.43,260.54,260.27,260.48,260.39,2020-04-07 14:55:00,2020-04-07,14:55:00
2730,AAPL,260.5,260.58,260.32,260.39,260.48,2020-04-07 14:55:00,2020-04-07,14:55:00
2731,AAPL,260.365,260.461,260.18,260.3132,260.39,2020-04-07 14:55:00,2020-04-07,14:55:00
2732,AAPL,260.295,260.4,260.13,260.35,260.3132,2020-04-07 14:55:00,2020-04-07,14:55:00
2733,AAPL,260.37,260.5,260.27,260.48,260.35,2020-04-07 14:55:00,2020-04-07,14:55:00
2734,AAPL,260.44,260.58,260.32,260.32,260.48,2020-04-07 14:56:00,2020-04-07,14:56:00
2735,AAPL,260.29,260.35,260.05,260.105,260.32,2020-04-07 14:56:00,2020-04-07,14:56:00
2736,AAPL,260.15,260.3237,260.0,260.05,260.105,2020-04-07 14:56:00,2020-04-07,14:56:00
2737,AAPL,260.05,260.3,260.0,260.04,260.05,2020-04-07 14:56:00,2020-04-07,14:56:00
2738,AAPL,260.03,260.2299,259.96,260.08,260.04,2020-04-07 14:56:00,2020-04-07,14:56:00
2739,AAPL,260.1152,260.25,259.91,260.01,260.08,2020-04-07 14:56:00,2020-04-07,14:56:00
